time,latitude,longitude,depth,mag,magType
2013-01-17T20:59:51.070Z,29.412,81.429,39.1,4.5,mb
2013-01-09T07:44:17.110Z,29.694,81.711,15.3,5,mb
2013-01-05T13:41:34.020Z,31.318,86.582,35,4.8,mb
2013-01-02T17:42:16.670Z,29.368,81.199,10,4.7,mb
2012-12-21T02:23:49.360Z,28.567,88.536,45.3,4.2,mb
2012-11-30T19:39:30.580Z,27.22,88.2,25,4.7,mb
2012-11-11T18:39:23.680Z,29.46,81.479,37.1,4.8,mb
2012-11-05T13:08:00.030Z,28.447,86.187,77.8,4.5,mb
2012-10-14T08:15:28.570Z,32.006,84.919,10,4,mb
2012-10-08T17:46:20.670Z,31.832,78.444,10,4.9,mb
2012-09-24T06:52:37.760Z,30.987,84.444,34,4.2,mb
2012-09-18T12:26:25.280Z,27.33,88.642,42.2,4.6,mb
2012-08-28T08:31:24.490Z,28.848,82.022,10,4.6,mb
2012-08-24T03:55:53.620Z,28.343,82.607,35,4.4,mb
2012-08-24T00:17:14.790Z,28.385,82.618,35,4,mb
2012-08-23T16:30:21.790Z,28.47,82.69,28.4,5,mb
2012-08-09T13:12:04.910Z,28.456,86.74,70.2,4.7,mb
2012-08-01T19:50:01.040Z,29.972,85.344,10,4.5,mb
2012-07-31T11:58:29.220Z,28.745,82.442,10,4.4,mb
2012-07-31T11:50:52.310Z,28.742,82.455,10,4.5,mb
2012-07-28T05:48:07.330Z,29.921,80.647,16.5,4.6,mb
2012-07-23T00:15:11.120Z,29.79,88.021,35,4.3,mb
2012-07-22T16:44:20.410Z,29.951,88.041,29.4,4.9,mb
2012-07-11T17:23:30.110Z,29.439,81.287,36.7,4.1,mb
2012-07-10T13:03:55.050Z,27.074,90.663,35,4.7,mb
2012-07-03T19:11:40.860Z,29.914,88.011,10,4.9,mb
2012-07-02T01:47:47.730Z,29.885,87.872,21.4,4.3,mb
2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5,mb
2012-06-09T07:54:11.100Z,28.4,84.126,20.1,4.8,mb
2012-05-30T01:54:30.620Z,27.328,87.974,35.4,4.3,mb
2012-05-27T20:50:22.610Z,30.822,83.466,35,4.8,mb
2012-03-27T23:40:12.600Z,26.087,87.777,28.8,5,mb
2012-03-19T20:36:21.310Z,29.015,82.321,10,4.3,mb
2012-02-26T23:08:47.640Z,29.682,81.086,35,4.4,mb
2012-01-19T00:46:47.580Z,29.456,81.89,10,4,mb
2011-12-22T23:42:59.760Z,31.868,86.389,35,4.9,mwc
2011-12-14T20:20:53.840Z,27.504,87.955,47.5,4,mb
2011-12-01T03:50:56.970Z,31.804,83.823,6.7,5.1,mwc
2011-11-16T00:26:09.950Z,30.212,83.002,35,4,mb
2011-11-12T23:46:56.810Z,28.212,84.93,50.5,4.2,mb
2011-09-18T13:54:19.630Z,27.353,88.452,28.2,4.7,mb
2011-09-18T13:12:00.350Z,27.52,88.583,40.1,4.8,mb
2011-09-18T12:40:51.830Z,27.73,88.155,50,6.9,mww
2011-08-19T01:52:08.040Z,29.548,81.527,10,4,mb
2011-08-15T16:48:08.000Z,27.256,86.306,35,4,mb
2011-08-11T22:01:27.230Z,30.092,86.814,37.9,4.2,mb
2011-07-12T07:59:31.200Z,30.342,83.727,48.2,4.2,mb
2011-06-20T06:27:18.430Z,30.61,79.338,14.3,4.9,mb
2011-06-03T00:53:27.280Z,27.529,88.019,45.7,5,mb
2011-05-24T12:52:00.090Z,30.042,85.391,41.4,4.5,mb
2011-05-04T20:57:19.260Z,30.323,80.433,25.4,4.6,mb
2011-04-24T02:23:01.910Z,29.662,89.29,95,4,mb
2011-04-04T11:31:43.050Z,29.698,80.754,26.1,5.3,mwb
2011-02-13T17:51:21.560Z,27.388,86.941,28.6,4.5,mb
2011-02-10T03:51:44.230Z,27.215,88.211,46.2,4,mb
2010-12-29T19:01:28.390Z,30.797,86.454,8.4,4.9,mb
2010-12-29T18:39:09.110Z,31.089,86.905,10,4.4,mb
2010-12-29T18:30:59.750Z,30.942,86.508,21.9,5.1,mwc
2010-11-30T08:39:56.920Z,29.775,90.329,10,5.3,mwc
2010-11-25T14:05:30.330Z,28.466,82.741,10,4,mb
2010-11-07T10:53:18.490Z,30.909,84.509,50.1,4,mb
2010-10-18T04:26:51.270Z,28.492,85.647,43,4,mb
2010-10-17T20:11:18.460Z,28.487,85.677,41.1,4.9,mb
2010-07-10T10:15:45.190Z,29.318,86.981,42.3,4.6,mb
2010-07-10T03:16:18.770Z,30.075,79.608,13.1,4.6,mb
2010-07-06T19:08:25.870Z,29.841,80.397,32.8,5,mwc
2010-07-05T02:04:07.220Z,31.064,80.538,10,4.8,mb
2010-07-04T02:35:59.130Z,29.854,80.375,11.6,4.7,mb
2010-06-22T23:14:10.840Z,29.872,80.428,16.3,5.2,mb
2010-06-13T14:37:56.580Z,29.547,81.486,10,4.6,mb
2010-06-13T14:31:51.860Z,29.587,81.446,19,4.7,mb
2010-06-02T08:05:22.880Z,31.406,80.251,35,4,mb
2010-05-14T14:46:27.340Z,29.664,90.36,10,4.9,mb
2010-05-01T22:36:29.370Z,30.099,80.026,35.5,4.5,mb
2010-04-28T19:20:28.060Z,31.647,90.507,10,4.1,mb
2010-03-23T10:53:25.770Z,30.427,83.839,35,4.1,mb
2010-03-15T20:23:28.040Z,30.64,81.953,29.5,4.9,mb
2010-03-15T20:17:16.890Z,30.531,81.875,17.8,4.9,mwc
2010-03-09T22:21:13.460Z,30.655,83.773,40.3,4.2,mb
2010-02-28T22:03:23.550Z,28.363,86.579,35,4,mb
2010-02-26T04:42:39.350Z,28.474,86.745,89.1,5.1,mwc
2010-02-25T14:06:19.770Z,29.701,81.68,35.2,4.3,mb
2010-02-22T17:23:45.140Z,30.069,80.034,10,4.6,mb
2010-02-19T16:14:55.810Z,30.678,83.848,43.2,4.2,mb
2010-01-11T05:15:16.160Z,29.744,80.557,35,4.7,mb
2010-01-01T02:22:23.820Z,30.646,83.791,10,5.2,mwc
2009-12-28T02:15:04.870Z,30.686,83.769,10,4.4,mb
2009-12-16T06:13:01.520Z,29.518,81.471,35,4.3,mb
2009-11-20T07:16:58.950Z,30.762,83.448,19,5,mwc
2009-11-18T00:49:04.510Z,27.683,90.446,43.9,4.5,mb
2009-11-07T23:00:32.240Z,26.922,89.178,41.1,4.1,mb
2009-11-07T20:08:46.290Z,29.49,86.008,5.7,5.5,mwc
2009-10-30T04:29:08.390Z,29.643,84.585,10,4.4,mb
2009-10-29T19:57:01.280Z,26.548,90.018,30.4,4.8,mb
2009-10-03T05:20:58.720Z,29.996,79.849,36.1,4.8,mb
2009-09-29T06:01:13.260Z,30.888,83.49,10,5,mwc
2009-09-21T09:43:50.990Z,30.879,79.057,52.3,5,mb
2009-07-24T12:39:50.740Z,30.945,85.81,10,4.1,mb
2009-07-24T03:11:56.830Z,31.158,85.902,13.4,5.8,mwc
2009-06-11T21:37:33.200Z,30.794,83.485,10,4.1,mb
2009-06-06T09:44:36.970Z,30.996,86.314,10,4.9,mwc
2009-03-18T00:29:33.430Z,30.634,83.734,32,4.1,mb
2009-02-18T10:11:43.650Z,30.667,83.857,35,5.1,mwc
2008-12-26T11:43:55.390Z,29.888,81.979,28,4.1,mb
2008-12-25T00:26:36.210Z,27.235,88.631,49.2,4.8,mb
2008-12-08T08:59:11.320Z,29.948,82.051,35.6,5.3,mwc
2008-12-07T14:06:34.410Z,30.713,83.105,10,4.1,mb
2008-12-04T02:04:47.850Z,30.57,83.365,10,4,mb
2008-12-02T05:11:42.030Z,27.373,88.051,24.7,5.2,mb
2008-11-25T21:51:28.580Z,30.74,83.637,10,4.2,mb
2008-11-25T21:50:49.240Z,30.633,83.483,10,4.5,mb
2008-11-23T13:22:58.580Z,29.842,90.45,10,4.4,mb
2008-11-20T10:42:33.520Z,29.765,90.517,10,4.4,mb
2008-11-18T05:29:22.970Z,30.254,83.766,34.8,4.5,mb
2008-11-17T23:52:18.360Z,29.19,88.226,11.6,4.6,mb
2008-11-14T16:39:58.660Z,30.249,83.72,19.8,4.2,mb
2008-10-25T00:29:28.090Z,30.833,83.533,10,4,mb
2008-10-24T22:58:27.230Z,30.991,83.557,10,4.2,mb
2008-10-22T03:31:56.350Z,30.517,83.481,10,4.1,mb
2008-10-16T13:26:15.210Z,29.712,90.473,4.9,4.3,mb
2008-10-11T02:31:19.690Z,29.657,90.511,10,4,mb
2008-10-10T21:18:46.660Z,29.797,90.59,10,4.6,mb
2008-10-10T11:36:10.570Z,29.777,90.556,10,4.4,mb
2008-10-09T17:59:22.620Z,29.654,90.478,10,4.5,mb
2008-10-09T13:28:30.160Z,29.685,90.624,10,4.5,mb
2008-10-09T03:28:46.840Z,29.684,90.361,10,4.8,mb
2008-10-08T15:47:01.450Z,29.708,90.489,10,4,mb
2008-10-08T14:07:16.290Z,29.757,90.328,9,5.5,mwc
2008-10-08T14:03:05.940Z,29.733,90.547,10,4.3,mb
2008-10-06T23:12:24.830Z,29.652,90.498,10,4.1,mb
2008-10-06T19:03:01.270Z,29.77,90.631,10,4.7,mb
2008-10-06T14:26:22.980Z,29.752,91.048,24.5,4.6,mb
2008-10-06T14:16:07.120Z,29.741,90.404,10,4.4,mb
2008-10-06T12:46:53.800Z,29.764,90.464,10,4.9,mb
2008-10-06T12:10:33.380Z,29.653,90.32,10,5.2,mwc
2008-10-06T11:11:30.220Z,29.747,90.354,10,4.2,mb
2008-10-06T10:20:15.050Z,29.696,90.422,10,4.4,mb
2008-10-06T10:17:11.030Z,29.806,90.42,10,5.1,mb
2008-10-06T08:56:07.210Z,29.722,90.572,10,4,mb
2008-10-06T08:45:10.770Z,29.752,90.461,10,5,mb
2008-10-06T08:45:05.540Z,29.773,90.435,10,4.7,mb
2008-10-06T08:43:49.180Z,29.748,90.44,10,4.6,mb
2008-10-06T08:38:47.820Z,29.643,90.401,10,4.8,mb
2008-10-06T08:30:45.570Z,29.807,90.35,12,6.3,mwc
2008-10-05T01:13:57.440Z,30.738,83.224,10,4.3,mb
2008-10-05T01:12:01.110Z,30.658,83.278,10,4,mb
2008-09-25T20:17:25.560Z,30.884,83.482,10,4.9,mwc
2008-09-25T11:19:05.260Z,30.822,83.512,10,4.1,mb
2008-09-25T01:55:59.790Z,30.789,83.404,10,4.3,mb
2008-09-25T01:47:11.190Z,30.836,83.487,4,6,mwc
2008-09-20T04:11:49.220Z,30.99,83.522,10,4.2,mb
2008-09-20T00:06:04.650Z,31.149,83.746,10,4.1,mb
2008-09-19T19:46:57.910Z,28.579,86.671,69.2,4,mb
2008-09-15T17:09:51.560Z,30.738,83.273,10,4.1,mb
2008-09-10T16:05:27.260Z,30.693,83.386,10,4.4,mb
2008-09-10T01:28:06.090Z,30.795,83.397,7.3,5.4,mwc
2008-09-10T01:16:46.720Z,30.759,83.427,10,4.8,mb
2008-09-10T01:14:31.880Z,30.783,83.591,10,5.3,mwc
2008-09-07T06:51:42.280Z,30.507,83.133,10,4,mb
2008-09-04T15:52:11.150Z,30.782,83.362,6.9,4.2,mb
2008-09-04T12:53:11.290Z,30.279,80.349,10,5,mwc
2008-09-02T21:11:40.620Z,30.53,83.171,10,4,mb
2008-09-02T21:10:12.020Z,30.461,82.968,10,4,mb
2008-09-01T11:24:03.080Z,30.777,83.469,15.5,4.5,mb
2008-08-30T21:31:12.930Z,30.755,83.44,10,5,mwc
2008-08-30T02:09:55.560Z,30.562,83.313,10,4.3,mb
2008-08-29T09:43:15.140Z,30.734,83.386,10,4.9,mwc
2008-08-29T06:18:17.220Z,30.771,83.426,24.4,4.2,mb
2008-08-29T03:52:18.800Z,30.631,83.318,10,4.5,mb
2008-08-29T01:26:41.740Z,30.545,83.247,10,4,mb
2008-08-28T07:42:12.140Z,30.64,83.251,10,4.4,mb
2008-08-28T07:13:35.980Z,30.927,83.401,10,4.2,mb
2008-08-28T05:15:13.370Z,30.823,83.609,10,4,mb
2008-08-27T19:28:21.680Z,30.666,83.358,31.8,4.7,mb
2008-08-27T04:49:08.700Z,30.85,83.544,10,4.2,mb
2008-08-27T03:24:01.190Z,30.787,83.313,10,4.1,mb
2008-08-27T02:04:38.350Z,30.796,83.512,10,4.6,mb
2008-08-27T01:35:31.870Z,30.992,83.653,10,4.4,mb
2008-08-26T23:54:23.770Z,30.659,83.284,10,5,mb
2008-08-26T16:23:42.780Z,30.644,83.239,29.4,4.2,mb
2008-08-26T16:23:28.180Z,30.844,83.524,3.3,4.3,mb
2008-08-26T13:30:00.060Z,30.688,83.311,10,4.6,mb
2008-08-26T11:22:18.200Z,30.874,83.509,10,4,mb
2008-08-26T10:03:35.140Z,30.584,83.326,10,4.1,mb
2008-08-26T01:38:12.930Z,30.742,83.241,10,4.3,mb
2008-08-26T00:21:34.280Z,30.64,83.27,10,4.3,mb
2008-08-25T21:32:59.750Z,31.001,83.57,13,4,mb
2008-08-25T20:40:45.090Z,30.928,83.473,21.4,5,mwc
2008-08-25T19:13:52.500Z,30.634,83.285,10,5.1,mwc
2008-08-25T18:15:23.800Z,30.733,83.379,10,4.1,mb
2008-08-25T17:01:30.570Z,30.778,83.292,10,4.4,mb
2008-08-25T16:46:58.090Z,30.711,83.466,10,4.2,mb
2008-08-25T15:34:31.840Z,30.684,83.446,10,4.2,mb
2008-08-25T14:59:54.220Z,30.69,83.326,21.7,4.5,mb
2008-08-25T14:36:35.430Z,30.506,83.273,10,4.6,mb
2008-08-25T14:22:47.220Z,30.981,83.514,26,4.6,mb
2008-08-25T14:16:02.580Z,30.831,83.523,10,5.2,mb
2008-08-25T14:14:45.990Z,30.749,83.356,28.1,4.3,mb
2008-08-25T13:39:38.370Z,30.797,83.38,10,5.2,mb
2008-08-25T13:29:22.720Z,30.712,83.377,10,5,mb
2008-08-25T13:21:58.820Z,30.901,83.52,12,6.7,mwc
2008-08-19T10:54:26.720Z,30.077,80.013,15.5,4.2,mb
2008-08-08T21:48:57.720Z,31.812,83.934,10,4.8,mwc
2008-08-02T22:04:53.260Z,29.538,81.623,29.5,4.1,mb
2008-07-06T03:05:42.010Z,26.979,89.734,25.8,4,mb
2008-06-20T18:05:56.940Z,27.863,85.714,12.9,4.1,mb
2008-06-15T03:27:15.450Z,29.459,81.083,29,4.6,mb
2008-06-14T11:38:16.220Z,29.945,89.891,10,4.5,ml
2008-05-25T10:28:25.540Z,28.959,88.999,10,4.4,mb
2008-03-17T18:55:51.300Z,29.76,81.531,10,4.7,ml
2008-03-02T14:13:58.140Z,29.422,81.918,10,4.4,mb
2007-11-13T17:51:00.140Z,30.084,83.267,35,4.2,mb
2007-11-05T17:32:26.800Z,28.2,84.453,2,4.3,mb
2007-10-29T09:49:21.150Z,27.945,85.38,16.1,4.7,mb
2007-10-18T22:19:00.580Z,29.833,82.065,35,4.2,mb
2007-09-01T01:33:16.100Z,27.853,87.873,73.1,4,mb
2007-08-26T11:30:50.250Z,30.033,89.214,15.1,4.8,mb
2007-08-15T02:58:25.590Z,31.284,85.346,71,4,mb
2007-08-11T14:35:54.820Z,27.344,87.737,35,5,mb
2007-08-09T20:33:46.250Z,31.343,80.155,10,4.5,mb
2007-08-03T03:50:52.650Z,27.196,86.932,64,4.3,mb
2007-08-01T15:17:52.780Z,29.213,82.196,10,4.5,mb
2007-07-20T04:44:58.880Z,30.208,89.426,10,4,mb
2007-07-14T07:51:38.460Z,31.765,88.628,51.1,4.6,mb
2007-05-20T14:18:21.330Z,27.334,88.236,42.8,4.9,mwc
2007-05-18T12:40:01.190Z,27.276,88.147,15.4,4.7,mb
2007-05-16T04:17:27.950Z,27.291,87.851,31.7,4,mb
2007-04-17T07:04:38.040Z,28.262,87.759,72.2,4.1,mb
2007-03-10T13:25:47.160Z,29.44,81.144,5.8,4.6,mb
2007-02-15T19:09:39.030Z,29.567,81.451,18.7,4.5,mb
2007-02-06T21:38:59.340Z,27.913,87.622,58.9,4.3,mb
2007-01-20T17:51:45.180Z,31.038,82.73,10,4.6,mb
2007-01-20T17:51:09.600Z,31.062,82.813,0.8,4.4,mb
2006-12-31T21:36:54.070Z,28.216,88.232,35,4.1,mb
2006-10-27T07:55:01.980Z,29.875,80.035,10,4.2,mb
2006-10-27T01:07:32.960Z,29.854,80.545,38.8,4.1,mb
2006-10-22T04:08:13.420Z,30.601,83.584,10,4.3,mb
2006-09-26T04:04:20.120Z,29.76,80.521,6.6,4.7,mb
2006-09-19T06:56:44.570Z,29.49,81.569,27.7,4.7,mb
2006-08-30T18:25:00.600Z,29.052,83.602,10,4.5,ml
2006-08-05T07:33:02.490Z,29.887,80.098,10,4.5,mb
2006-07-20T16:52:35.270Z,30.171,83.675,10,4.3,mb
2006-07-17T13:47:48.360Z,26.744,89.432,10,4.1,mb
2006-05-29T16:09:08.730Z,30.186,84.212,10,4,mb
2006-05-05T08:00:28.780Z,29.504,80.998,17.6,5,mb
2006-04-27T00:49:24.250Z,31.674,90.541,41.1,4.4,mb
2006-04-19T21:05:42.990Z,31.607,90.413,33.1,5.7,mwc
2006-04-04T08:23:05.760Z,28.051,85.789,2.7,4.1,mb
2006-02-21T10:59:11.990Z,29.252,81.301,26.3,4.4,mb
2006-02-14T19:17:33.260Z,30.265,80.528,62.5,4.5,mb
2006-02-14T00:55:25.060Z,27.382,88.388,30,5.3,mwc
2006-02-06T20:53:15.720Z,31.307,90.406,44.9,4.5,mb
2006-02-03T01:57:47.220Z,27.245,86.383,14.3,4.7,mwc
2006-02-01T22:24:15.920Z,30.288,80.483,50.6,4.7,mwc
2006-01-30T01:57:34.500Z,30.168,80.225,40.8,4.1,mb
2006-01-20T06:12:25.120Z,31.44,85.01,37.3,4.6,mb
2005-12-25T18:08:07.630Z,28.576,86.087,54.9,4,mb
2005-12-14T07:09:54.190Z,30.476,79.255,44,5.1,mwc
2005-12-12T17:34:14.660Z,29.278,82.021,35,4.7,mb
2005-12-10T05:39:33.640Z,29.172,82.344,10,4.6,ml
2005-11-06T01:36:56.670Z,29.731,81.868,49.5,5,mb
2005-10-31T21:47:56.070Z,28.39,84.863,10,4.7,mwc
2005-10-31T05:51:16.370Z,29.731,81.857,47.1,4.7,mwc
2005-10-29T23:32:10.440Z,29.525,81.577,48.5,4.6,mb
2005-10-25T01:51:26.540Z,30.146,81.208,49.9,4.9,mb
2005-10-10T19:51:54.520Z,30.242,83.389,35,4.4,mb
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb
2005-08-28T13:14:08.270Z,27.636,87.419,38.8,4.8,mb
2005-08-20T14:07:09.120Z,31.144,88.206,10,4.4,mb
2005-08-20T12:50:51.710Z,31.223,88.168,54,4.9,mwc
2005-08-16T03:45:54.190Z,30.924,78.56,42.6,4.4,mb
2005-06-17T02:08:18.130Z,30.598,83.529,10,4,mb
2005-06-14T14:23:18.470Z,27.205,87.92,44.4,4.6,mb
2005-06-05T16:49:43.100Z,30.427,83.488,6.2,4.1,mb
2005-05-30T10:57:29.930Z,31.568,88.18,10,4,mb
2005-05-29T17:49:29.590Z,30.246,83.475,20.6,4.3,mb
2005-05-22T14:17:37.870Z,30.319,83.822,63.2,4.3,mb
2005-05-11T04:13:06.890Z,30.6,85.172,37.5,4.6,mb
2005-05-08T16:42:24.060Z,30.097,90.261,97.7,4.6,mb
2005-04-10T05:59:43.520Z,30.356,83.699,55.8,4.6,mb
2005-04-09T23:39:15.310Z,30.434,83.381,10,4,mb
2005-04-09T09:20:26.150Z,30.494,83.599,10,4.4,mb
2005-04-08T22:02:40.200Z,30.406,83.439,10,4,mb
2005-04-08T19:51:35.550Z,30.527,83.67,10,5,mwc
2005-04-08T13:04:10.490Z,30.249,83.311,10,4,mb
2005-04-08T08:43:15.760Z,29.865,82.709,10,4.1,mb
2005-04-08T07:02:39.800Z,30.285,83.501,10,4.4,mb
2005-04-08T04:16:37.310Z,30.226,83.597,10,4.3,mb
2005-04-07T23:34:16.220Z,30.276,83.633,10,4.2,mb
2005-04-07T21:42:09.020Z,30.323,83.756,10,5.1,mb
2005-04-07T21:41:36.570Z,30.588,83.681,10,5.4,mwc
2005-04-07T21:08:36.170Z,30.198,83.399,10,4.2,mb
2005-04-07T20:04:41.060Z,30.491,83.662,11,6.3,mwc
2005-04-07T01:40:45.850Z,29.299,81.451,22.7,4.1,mb
2005-03-26T20:32:13.420Z,28.259,87.926,70.7,4.7,mwc
2005-03-19T10:54:40.990Z,28.126,84.282,10,4.4,mb
2005-03-11T05:08:39.160Z,27.336,90.486,52.6,4.4,mb
2005-03-06T03:22:43.610Z,30.616,83.761,49.5,4.6,mb
2005-02-08T04:13:56.390Z,27.76,86.072,14.6,4.1,mb
2005-02-08T03:35:04.840Z,27.738,86.092,10,4.9,mb
2005-02-08T01:51:35.940Z,27.82,86.033,14.4,4.2,mb
2005-01-16T08:43:46.800Z,29.646,80.696,10,4.8,mb
2005-01-15T22:32:48.190Z,29.439,80.965,10,4.6,mb
2004-12-05T13:04:38.080Z,30.481,81.24,10,4.2,mb
2004-12-02T23:45:55.200Z,30.607,83.373,40.7,4.2,mb
2004-11-24T22:35:42.820Z,27.329,90.944,10,4,mb
2004-11-10T04:21:11.120Z,27.929,87.778,45,4.2,mb
2004-10-30T11:12:53.660Z,30.576,83.504,10,4.2,mb
2004-10-27T00:28:48.690Z,30.897,81.22,10,4.4,mb
2004-10-26T02:30:41.800Z,31.034,81.228,10,4.8,mb
2004-10-26T02:11:33.440Z,31.024,81.154,10.1,5.6,mwc
2004-10-05T07:32:31.050Z,31.68,84.92,10,4.2,mb
2004-09-12T08:48:04.910Z,29.502,81.575,11.9,4.5,mb
2004-09-09T11:20:46.920Z,31.196,81.222,67.6,4.2,mb
2004-09-09T05:55:46.100Z,29.466,80.281,5.5,4.4,mb
2004-09-06T08:46:35.950Z,31.281,81.292,28.8,4.1,mb
2004-08-25T18:50:47.700Z,30.214,86.066,47.7,4.4,mb
2004-08-25T02:22:51.380Z,30.366,83.359,33.2,4.5,mb
2004-08-21T09:08:52.370Z,29.887,88.032,48.3,4,mb
2004-08-21T09:07:11.110Z,29.944,88.086,26.2,4.2,mb
2004-08-10T20:03:16.160Z,30.288,83.316,10,4,mb
2004-08-04T02:09:21.280Z,25.923,90.262,61.7,4.2,mb
2004-07-28T22:22:13.140Z,30.714,83.633,10,5,mwc
2004-07-23T01:25:32.600Z,30.175,88.118,11.2,4.8,mb
2004-07-20T03:35:51.080Z,27.938,85.793,13.1,4.1,mb
2004-07-16T20:33:53.980Z,28.232,83.944,16.6,4,mb
2004-07-12T17:58:51.590Z,30.561,83.569,10,4,mb
2004-07-12T14:38:20.840Z,30.746,83.773,10,4.6,mb
2004-07-11T23:57:53.360Z,30.714,83.639,10,4.9,mb
2004-07-11T23:24:03.580Z,30.82,83.673,10,4.5,mb
2004-07-11T23:08:44.180Z,30.694,83.672,13,6.2,mwb
2004-07-08T21:50:00.520Z,29.844,87.997,32.6,4.2,mb
2004-07-01T19:14:39.700Z,29.878,87.915,35,4.2,mb
2004-06-30T15:33:04.410Z,29.848,87.871,25.1,4.3,mb
2004-06-26T02:59:28.540Z,30.038,88.052,56.8,4.2,mb
2004-06-24T10:03:28.600Z,29.868,87.905,20,4.3,mb
2004-06-05T08:47:30.760Z,29.86,89.698,8.7,4.3,mb
2004-05-29T12:22:15.630Z,28.512,82.702,25,4.1,mb
2004-05-27T00:22:17.300Z,26.301,89.521,10,4.5,mb
2004-05-21T15:29:04.240Z,30.623,85.116,15.9,4.2,mb
2004-04-17T07:15:24.730Z,29.705,81.051,10,4.1,mb
2004-04-10T23:59:10.310Z,31.548,90.83,35.2,4.4,mb
2004-04-03T02:51:10.610Z,29.846,81.118,76.5,4.6,mb
2004-03-11T14:39:39.940Z,30.467,82.631,27.9,4,mb
2004-03-01T17:59:04.890Z,30.744,80.963,93.9,4,mb
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb
2004-02-27T12:53:14.600Z,28.127,87.66,68.1,4.8,mb
2004-02-18T01:23:43.820Z,27.361,87.758,20.7,4.7,mb
2004-01-06T03:13:28.930Z,30.539,86.042,46.2,4.6,mb
2004-01-03T13:14:28.680Z,27.739,85.931,17.1,4.9,mb
2003-12-23T15:43:06.500Z,31.397,89.478,33,4,mb
2003-12-10T17:17:37.330Z,30.469,83.278,33,4.5,mb
2003-11-23T19:15:05.590Z,28.297,83.773,32.3,4,mb
2003-11-22T23:31:56.360Z,28.202,83.767,33,4.3,mb
2003-11-22T05:07:05.740Z,28.277,83.767,30.9,4.3,mb
2003-11-15T14:43:59.540Z,30.24,83.103,33,4.2,mb
2003-11-14T08:17:55.610Z,30.495,86.08,33,4,mb
2003-09-29T13:40:30.450Z,27.358,87.738,33,4.6,mb
2003-09-03T23:21:03.990Z,30.583,80.432,33,4.8,mb
2003-08-20T03:34:54.190Z,30.169,82.219,33,4.6,mb
2003-07-28T02:44:59.980Z,28.698,82.045,33,4.2,mb
2003-07-01T05:13:53.580Z,30.924,86.377,33,4.3,mb
2003-06-23T12:30:54.080Z,27.79,88.168,80.3,4.2,mb
2003-06-03T03:33:31.840Z,30.629,86.033,33,4.4,mb
2003-05-27T10:14:58.870Z,30.383,79.087,33,4.1,mb
2003-05-27T04:23:28.960Z,30.547,79.293,33,4.9,mb
2003-05-18T19:58:50.490Z,29.511,81.86,33,4.4,mb
2003-05-03T17:43:06.280Z,30.325,81.331,33,4.3,mb
2003-04-04T07:02:32.020Z,30.026,80.008,33,4.7,mb
2003-03-25T18:51:26.340Z,27.264,89.331,47.1,5.5,mwc
2003-03-21T12:25:11.360Z,29.748,80.566,33,4.2,mb
2003-03-05T08:22:35.710Z,31.519,78.62,18.9,4.7,mb
2003-02-26T23:40:50.710Z,29.906,87.893,33,4.2,mb
2003-02-26T19:58:13.150Z,28.347,86.449,33,4.6,mb
2003-01-18T10:31:48.640Z,28.622,81.95,33,4.3,mb
2003-01-16T11:36:49.140Z,29.8,88.006,12.2,5.1,mb
2002-12-30T16:46:27.570Z,30.717,86.272,51.3,4.2,mb
2002-12-27T03:28:32.590Z,29.662,87.725,33,4.2,mb
2002-12-16T11:56:58.570Z,29.725,87.822,33,4.2,mb
2002-11-29T16:49:07.840Z,29.676,90.395,10,4.9,mb
2002-11-16T18:04:41.390Z,29.694,90.407,10,4.3,mb
2002-11-16T09:44:52.720Z,29.768,90.48,10,4.6,mb
2002-11-16T09:40:13.070Z,29.768,90.523,10,4.7,mb
2002-11-16T08:52:21.060Z,29.667,90.409,10,4.6,mb
2002-11-13T11:58:17.350Z,30.744,84.145,33,4.1,mb
2002-11-05T23:39:45.440Z,31.014,86.576,41.3,4.8,mb
2002-11-04T10:59:35.240Z,28.855,82.208,33,4.2,mb
2002-10-29T17:26:33.450Z,28.007,87.423,33,4.1,mb
2002-10-11T22:24:29.790Z,29.919,88.009,33,4.4,mb
2002-10-11T21:07:10.090Z,31.229,88.229,60.9,4.7,mb
2002-09-27T09:51:07.180Z,29.784,87.885,33,4.4,mb
2002-08-31T12:40:35.370Z,29.871,87.878,33,5,mb
2002-08-22T04:50:14.270Z,29.818,88.087,38.5,4.5,mb
2002-08-16T07:14:34.880Z,30.059,87.887,33,4.1,mb
2002-08-06T23:30:01.020Z,29.912,87.87,33,4.6,mb
2002-08-01T15:17:17.960Z,29.895,87.948,33,4.4,mb
2002-07-16T18:39:24.490Z,27.774,87.468,33,4,mb
2002-07-09T03:08:05.280Z,29.889,87.995,33,4.7,mb
2002-06-16T20:35:43.860Z,29.845,87.853,12.8,4.3,mb
2002-06-09T16:17:13.440Z,30.501,81.457,33,4,mb
2002-06-06T01:35:52.320Z,30.457,81.251,33,4.7,mb
2002-06-05T05:35:43.480Z,30.392,81.264,33,4.4,mb
2002-06-04T17:27:07.180Z,30.425,81.398,33,4.4,mb
2002-06-04T15:27:07.270Z,30.323,81.243,33,4,mb
